gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
LAMB3,-2.5085,6.466,8.9745,3.832980206542572e-05,-6.9544,2722,0.0003221843759209921,3.4918955241769587,True,Downregulated in Tumor
C1orf106,1.443,7.4805,6.0374,3.8610345313984754e-05,4.7635,2725,0.00032418521129687014,3.4892068007109955,True,Upregulated in Tumor
CCL20,3.8166,4.6461,0.8295,3.8773189142204235e-05,6.1283,2727,0.0003253137394842805,3.487697594092266,True,Upregulated in Tumor
TYMS,2.0932,9.6183,7.525,3.893225328157795e-05,6.4661,2728,0.0003265285759100086,3.4860788057611143,True,Upregulated in Tumor
FLJ10038,-1.2128,6.8898,8.1026,3.898405851714721e-05,-5.7097,2729,0.00032684326085464567,3.485660465276045,True,Downregulated in Tumor
ZWILCH,1.1003,8.5011,7.4008,3.909297661640465e-05,5.9265,2730,0.0003276363754517723,3.4846078871894255,True,Upregulated in Tumor
OLFML2A,-1.3943,7.3409,8.7352,3.933137673408081e-05,-7.38,2733,0.00032927255751034353,3.4824444630884517,True,Downregulated in Tumor
RASSF9,-1.4725,3.8163,5.2888,3.948472762740446e-05,-4.5848,2734,0.00033043546748903215,3.4809133435911197,True,Downregulated in Tumor
KRT18P44,-1.6572,3.3914,5.0486,3.953125926140069e-05,-4.8136,2735,0.00033070391659994434,3.4805606616098195,True,Downregulated in Tumor
APBB1,-1.3311,5.5771,6.9081,3.98150466043958e-05,-4.8449,2737,0.00033283458761730947,3.4777715488752348,True,Downregulated in Tumor
RYR3,-1.2929,4.6175,5.9104,4.00269358385165e-05,-4.9219,2740,0.0003342395226223568,3.4759421976444758,True,Downregulated in Tumor
C5orf45,-1.2284,6.5339,7.7623,4.040647456256645e-05,-6.2734,2743,0.0003369327840805547,3.472456729438679,True,Downregulated in Tumor
ENG,-1.4584,6.8275,8.2859,4.043016415511685e-05,-6.3836,2744,0.0003369327840805547,3.472456729438679,True,Downregulated in Tumor
RBAKDN,-1.7171,5.1014,6.8184,4.0445614192274374e-05,-4.7734,2746,0.0003369327840805547,3.472456729438679,True,Downregulated in Tumor
SCG5,-1.4696,5.6086,7.0783,4.045255060617499e-05,-5.0537,2747,0.0003369327840805547,3.472456729438679,True,Downregulated in Tumor
NCALD,-1.9305,6.9709,8.9015,4.0733456049153314e-05,-5.8472,2750,0.0003389023543289556,3.46992541414131,True,Downregulated in Tumor
NCAPD2,1.0564,7.4077,6.3513,4.106208745127342e-05,5.6164,2753,0.0003412642792899149,3.466909167681377,True,Upregulated in Tumor
ADCY9,-1.0022,6.3889,7.391,4.110589910684902e-05,-4.6279,2754,0.0003415043469733862,3.4666037638578824,True,Downregulated in Tumor
SLC27A3,-1.1669,6.8313,7.9982,4.140861649398918e-05,-5.1821,2756,0.0003437696463651932,3.4637324726113436,True,Downregulated in Tumor
BCL6,-1.3109,8.5866,9.8974,4.1599743277070005e-05,-5.8328,2758,0.0003451059195719223,3.4620475912290223,True,Downregulated in Tumor
HES1,-1.4631,8.9904,10.4534,4.192563059067063e-05,-5.5226,2763,0.00034718003181851033,3.4594452613769353,True,Downregulated in Tumor
LTB4R2,-1.2647,3.8369,5.1015,4.2126858035465564e-05,-5.1475,2764,0.0003487201562414805,3.457522949407906,True,Downregulated in Tumor
GAPDHP73,1.485,8.4398,6.9548,4.246627208687357e-05,6.8135,2768,0.00035099722784794713,3.454696313548688,True,Upregulated in Tumor
CXCR4,1.1363,10.0426,8.9063,4.3079043315029486e-05,5.1141,2775,0.0003549676357728647,3.4498112420040536,True,Upregulated in Tumor
RP11-305K5.1,-1.0819,5.4726,6.5546,4.360862278573556e-05,-5.8506,2781,0.0003587793201501725,3.4451725974102643,True,Downregulated in Tumor
SGPP1,-1.1106,7.038,8.1486,4.372186773073799e-05,-4.7002,2783,0.00035940212129423327,3.4444193638890894,True,Downregulated in Tumor
FAM111B,1.6457,6.8034,5.1577,4.422627619574824e-05,6.331,2787,0.0003630775742227196,3.4400005748053664,True,Upregulated in Tumor
TICRR,1.2985,7.1575,5.8589,4.4247028471745935e-05,6.9036,2788,0.00036311765115980884,3.4399526395063207,True,Upregulated in Tumor
TPT1P8,-1.0042,6.0728,7.0771,4.426877084907525e-05,-4.5038,2789,0.00036316582180955236,3.4398950304647204,True,Downregulated in Tumor
HES6,1.2875,6.0648,4.7773,4.444517505730715e-05,5.9759,2790,0.0003644822958104615,3.438323562047123,True,Upregulated in Tumor
ZNF502,-1.1439,6.0636,7.2075,4.4554402312534314e-05,-5.0093,2791,0.00036521350530984987,3.4374531709704437,True,Downregulated in Tumor
FAM43A,-1.3577,6.2068,7.5645,4.4566263410187976e-05,-6.3285,2792,0.00036521350530984987,3.4374531709704437,True,Downregulated in Tumor
GPR146,-2.8626,3.3365,6.1991,4.467792680315091e-05,-6.2587,2793,0.00036599748129469844,3.4365219033038894,True,Downregulated in Tumor
KLK5,-2.271,6.6012,8.8722,4.490418701355842e-05,-5.3279,2795,0.00036758776345982715,3.4346389541692948,True,Downregulated in Tumor
MIR6716,-1.1069,7.3859,8.4928,4.519027879744232e-05,-6.5766,2798,0.00036953308752161557,3.4323466693538247,True,Downregulated in Tumor
RAB11FIP1,-1.0968,8.7586,9.8554,4.631317854184797e-05,-4.485,2806,0.0003776356112036641,3.4229270582828435,True,Downregulated in Tumor
FAHD2CP,-1.0701,6.1883,7.2584,4.669883049366878e-05,-5.1687,2807,0.00038064454638230916,3.419480388103788,True,Downregulated in Tumor
MIR6883,-1.3292,7.4429,8.7722,4.6723149823847535e-05,-7.632,2808,0.00038070714671283176,3.4194089704438047,True,Downregulated in Tumor
FOS,-2.6562,9.012,11.6682,4.69514753065358e-05,-6.2785,2811,0.00038215928673551725,3.4177555822938834,True,Downregulated in Tumor
CDH19,-2.4776,6.5816,9.0591,4.700024631178615e-05,-6.2248,2812,0.00038242021181140366,3.417459162300247,True,Downregulated in Tumor
LRP4,-1.0478,4.8175,5.8654,4.737375041064657e-05,-4.8299,2818,0.000384638541304327,3.4149472010201403,True,Downregulated in Tumor
PRR7,1.2358,6.4592,5.2234,4.806955783782702e-05,6.0123,2826,0.0003891831151201282,3.4098460100512358,True,Upregulated in Tumor
IER2,-1.3168,10.6888,12.0057,4.819294392181376e-05,-6.0678,2827,0.0003900440597563137,3.4088863318754203,True,Downregulated in Tumor
UBE2W,1.1163,8.4827,7.3664,4.8291984461225195e-05,6.318,2828,0.0003906410486746917,3.4082221228601695,True,Upregulated in Tumor
SLC40A1,-1.4339,9.5075,10.9414,4.845431499202689e-05,-4.9463,2831,0.00039160534334778353,3.4071513909990703,True,Downregulated in Tumor
TGFB3,-1.9746,6.5301,8.5047,4.869036314772668e-05,-4.6391,2832,0.0003933741203460404,3.4051942152367474,True,Downregulated in Tumor
SHCBP1,1.9136,6.5361,4.6224,4.905363891190666e-05,7.3823,2833,0.0003961691698921371,3.4021193245235977,True,Upregulated in Tumor
ECE1,-1.6196,8.2657,9.8853,4.913418256886587e-05,-6.1711,2835,0.0003965397168168082,3.4017133078910353,True,Downregulated in Tumor
TTC36,-3.7954,1.7291,5.5245,5.002056169901723e-05,-6.0212,2840,0.000402982553406167,3.3947137556540383,True,Downregulated in Tumor
COL15A1,-1.3808,7.8815,9.2622,5.0508899467445565e-05,-5.6092,2843,0.00040648737946364917,3.3909529337461293,True,Downregulated in Tumor
HOXA10-HOXA9,-2.2016,5.0967,7.2983,5.055462101057935e-05,-6.4551,2844,0.00040671228154783945,3.3907127129459846,True,Downregulated in Tumor
TUSC3,-1.6812,8.0072,9.6884,5.083818369973442e-05,-4.557,2848,0.0004084191162394395,3.3888939387618926,True,Downregulated in Tumor
TMEM101,-1.3476,6.6412,7.9888,5.1082598055916506e-05,-4.8723,2850,0.00040995482031726645,3.3872640027145624,True,Downregulated in Tumor
CDKN1C,-1.9402,7.4641,9.4043,5.108309408761043e-05,-5.9271,2851,0.00040995482031726645,3.3872640027145624,True,Downregulated in Tumor
MMRN2,-1.4622,6.9337,8.3959,5.192385501386702e-05,-7.3154,2856,0.0004159726199990467,3.3809352544085023,True,Downregulated in Tumor
NACAD,-3.2735,0.7424,4.0158,5.2042291640294116e-05,-6.7538,2858,0.0004166296825507101,3.3802497922164862,True,Downregulated in Tumor
PARM1,-2.1589,5.5528,7.7117,5.26305126788126e-05,-4.8804,2865,0.0004203092949707617,3.3764310056408267,True,Downregulated in Tumor
KRT7,-1.3021,9.5492,10.8513,5.281207498117347e-05,-4.4475,2869,0.00042117123582058173,3.3755412969142986,True,Downregulated in Tumor
SLC7A8,-1.094,7.4436,8.5375,5.339263155578365e-05,-4.6745,2875,0.00042491249043350604,3.371700502502814,True,Downregulated in Tumor
BRIP1,2.2294,6.6702,4.4408,5.380846134476328e-05,6.57,2878,0.00042777539804314936,3.368784195924702,True,Upregulated in Tumor
RORA,-1.2144,7.1835,8.398,5.3905468934003546e-05,-5.8075,2879,0.0004283977524175065,3.3681528163538026,True,Downregulated in Tumor
BDKRB2,-1.6197,4.5947,6.2143,5.403313763755666e-05,-4.7534,2882,0.00042896536750426667,3.3675777691414535,True,Downregulated in Tumor
ZNF175,-1.0656,5.7685,6.8341,5.429971316917479e-05,-4.5376,2885,0.0004306334271440967,3.3658922618771956,True,Downregulated in Tumor
SUV39H2,1.0401,7.0164,5.9763,5.46857858142912e-05,4.8297,2888,0.00043324472971986933,3.363266711631934,True,Upregulated in Tumor
CAMK2N1,-1.6608,8.1863,9.8471,5.478532705778618e-05,-4.7658,2890,0.00043373296992461864,3.3627775639888786,True,Downregulated in Tumor
MAGI2-IT1,-2.3124,2.1527,4.4651,5.585774731421659e-05,-5.6391,2896,0.0004413070644161863,3.355259120337963,True,Downregulated in Tumor
RP11-774O3.3,-1.5342,4.4756,6.0098,5.608159303571508e-05,-5.3611,2898,0.00044276978904663947,3.3538220194508193,True,Downregulated in Tumor
ZADH2,-1.2328,6.1681,7.4008,5.700268777003883e-05,-4.5875,2906,0.0004488029924908769,3.3479442559899915,True,Downregulated in Tumor
HIC1,-2.2362,5.3556,7.5918,5.790215891796985e-05,-6.575,2912,0.0004547937559770629,3.342185506524588,True,Downregulated in Tumor
IFIH1,1.1444,8.4105,7.2662,5.7902719019282525e-05,4.56,2913,0.0004547937559770629,3.342185506524588,True,Upregulated in Tumor
ZNF703,-2.0444,7.5511,9.5955,5.896623113716587e-05,-4.4425,2916,0.00046265108736249507,3.3347464127789634,True,Downregulated in Tumor
RP11-180N14.1,-1.1749,4.0148,5.1896,5.9430477577706153e-05,-5.8432,2922,0.00046535569027307213,3.3322149712556106,True,Downregulated in Tumor
CXCL2,-3.1175,5.6152,8.7327,5.950939775314181e-05,-6.2172,2923,0.00046581423899824995,3.3317872400953443,True,Downregulated in Tumor
PALM,-1.4335,6.6981,8.1317,5.964042077172869e-05,-5.6928,2924,0.0004666801734805583,3.330980649363167,True,Downregulated in Tumor
PLEKHG4,-1.0396,7.0613,8.1009,5.970468698536786e-05,-4.6399,2925,0.0004668911318880883,3.3307843749632706,True,Downregulated in Tumor
ATP10D,-1.1477,6.0378,7.1856,5.991435325393187e-05,-4.5611,2927,0.0004683431508199389,3.32943582663037,True,Downregulated in Tumor
ZMAT1,-1.2582,7.2399,8.498,6.030758262087603e-05,-5.2786,2932,0.00047061305946986473,3.3273360253601587,True,Downregulated in Tumor
CRIPAK,-1.542,6.4274,7.9693,6.081209879784145e-05,-4.7584,2938,0.0004735653861932946,3.3246200485457296,True,Downregulated in Tumor
TPT1-AS1,-1.2396,6.8368,8.0764,6.0830798514951615e-05,-5.4318,2939,0.0004735653861932946,3.3246200485457296,True,Downregulated in Tumor
MYBL2,2.0007,8.1828,6.1821,6.0860964218902926e-05,7.0108,2940,0.0004736390684790813,3.3245524816966974,True,Upregulated in Tumor
SPATA20,-1.2288,7.6971,8.9259,6.125228171071242e-05,-4.6142,2943,0.0004761101027749034,3.3222926029555646,True,Downregulated in Tumor
AKAP2,-1.4224,8.1892,9.6116,6.155446232636084e-05,-5.9795,2945,0.00047822278371040277,3.320369736869357,True,Downregulated in Tumor
CYGB,-1.7513,6.5547,8.306,6.177633786733708e-05,-6.5757,2948,0.00047945814464201916,3.3192492995348415,True,Downregulated in Tumor
SLC25A26,-1.3328,6.3938,7.7267,6.345657179744857e-05,-4.6383,2963,0.0004900055223508685,3.309799025455171,True,Downregulated in Tumor
PRKG1,-1.137,6.0757,7.2127,6.349522938482842e-05,-5.4026,2964,0.0004901386127951667,3.3096810827081082,True,Downregulated in Tumor
SPC25,2.6366,6.2362,3.5996,6.367143668441382e-05,7.127,2967,0.0004910018440645056,3.3089168767863284,True,Upregulated in Tumor
SMC2,1.1027,6.8106,5.7079,6.405599333348034e-05,4.3902,2970,0.0004934683930875523,3.306740658895577,True,Upregulated in Tumor
TAT,-5.3476,3.7448,9.0924,6.4396769011759e-05,-6.4659,2971,0.0004959266492726509,3.3045825536949938,True,Downregulated in Tumor
SERPINA5,-5.5466,2.6498,8.1964,6.488632369843813e-05,-5.4745,2976,0.0004988572198320781,3.3020237379679784,True,Downregulated in Tumor
CENPK,1.9231,6.3975,4.4745,6.600204116314078e-05,5.8229,2981,0.0005065839321746598,3.29534858927612,True,Upregulated in Tumor
MIA,-2.569,7.3322,9.9012,6.605858171651789e-05,-4.6724,2982,0.0005068478704473271,3.295122373880713,True,Downregulated in Tumor
ROPN1B,-2.2217,5.9837,8.2054,6.617869138782987e-05,-4.4152,2984,0.0005073429139965501,3.2946984009909928,True,Downregulated in Tumor
DQX1,2.5165,3.5409,1.0243,6.618962405068628e-05,6.1793,2985,0.0005073429139965501,3.2946984009909928,True,Upregulated in Tumor
PDZK1,-3.6086,4.7987,8.4073,6.640182109558426e-05,-5.745,2986,0.00050879895065873,3.293453793042805,True,Downregulated in Tumor
BHLHE40,-1.2905,9.9366,11.2271,6.659421998820432e-05,-4.6739,2988,0.0005099316443541214,3.2924880365872387,True,Downregulated in Tumor
SLC29A1,-1.0467,9.0755,10.1222,6.812306594822964e-05,-4.3931,2996,0.000520245577067922,3.283791603308859,True,Downregulated in Tumor
C11orf52,-1.4459,7.0012,8.4471,6.817948586513895e-05,-5.6088,2997,0.0005205027149130394,3.283577000891818,True,Downregulated in Tumor
DEFB1,-1.8426,5.5346,7.3772,6.860633449793189e-05,-5.3571,3001,0.000523063290007558,3.281445758861103,True,Downregulated in Tumor
PDZD2,-1.4424,5.6416,7.0841,6.877229417927823e-05,-4.6801,3003,0.0005239793842230721,3.2806857998374377,True,Downregulated in Tumor
KCTD14,-1.1815,6.5751,7.7566,6.88265276144048e-05,-4.889,3004,0.0005242180265704334,3.280488048812047,True,Downregulated in Tumor
HMCN1,-1.7584,5.0234,6.7818,6.950759684434819e-05,-4.8442,3010,0.0005283501049165071,3.2770782020010634,True,Downregulated in Tumor
MELK,5.0157,8.3096,3.294,6.956513591560524e-05,7.8185,3011,0.0005286118597638817,3.276863097405158,True,Upregulated in Tumor
HIST1H3F,1.0606,5.1974,4.1368,6.994657224655838e-05,6.1943,3015,0.0005307545072728944,3.27510630903114,True,Upregulated in Tumor
CIZ1,-1.2823,7.1522,8.4345,7.009882590139505e-05,-4.3529,3019,0.0005311509743389457,3.2747820175192786,True,Downregulated in Tumor
CENPE,4.509,6.4771,1.9681,7.010821427026292e-05,8.3297,3020,0.0005311509743389457,3.2747820175192786,True,Upregulated in Tumor
SPDEF,-1.4794,7.7682,9.2476,7.114649945020182e-05,-4.4478,3030,0.0005372382532741312,3.269833071590819,True,Downregulated in Tumor
ECRP,1.0044,7.3829,6.3785,7.145667318615966e-05,5.0246,3034,0.0005388690449898923,3.2685167634743015,True,Upregulated in Tumor
SERHL2,-6.9633,2.2493,9.2126,7.151459535256395e-05,-6.0656,3035,0.0005391096990323228,3.2683228547817764,True,Downregulated in Tumor
MGLL,-1.4397,8.077,9.5167,7.153571006390436e-05,-5.1808,3036,0.0005391096990323228,3.2683228547817764,True,Downregulated in Tumor
SEC14L2,-2.3241,5.806,8.1301,7.18812987763757e-05,-5.7395,3038,0.0005413575102052257,3.2665158339137887,True,Downregulated in Tumor
DNM1,-1.324,5.7521,7.0761,7.206821329776408e-05,-4.7852,3040,0.0005424081316621191,3.26567380824587,True,Downregulated in Tumor
ERRFI1,-1.0152,9.5898,10.605,7.228490780756079e-05,-4.9784,3042,0.0005436813578688333,3.264655558139541,True,Downregulated in Tumor
CNRIP1,-1.7843,5.8894,7.6737,7.246665184373668e-05,-6.4861,3045,0.000544511328139473,3.2639930806514803,True,Downregulated in Tumor
NET1,1.1191,9.4822,8.363,7.288341965200294e-05,4.7684,3052,0.0005462088711502886,3.262641250625557,True,Upregulated in Tumor
DOCK10,-2.2076,4.3975,6.605,7.288355260584926e-05,-4.4336,3053,0.0005462088711502886,3.262641250625557,True,Downregulated in Tumor
AK097370,-2.6605,1.9118,4.5723,7.298800639026767e-05,-4.7871,3054,0.0005468125691582594,3.2621615111976023,True,Downregulated in Tumor
RGL1,-1.1625,7.8837,9.0462,7.319156593719949e-05,-6.2504,3057,0.0005477575666414853,3.261411614446497,True,Downregulated in Tumor
GYPC,-1.6797,7.1047,8.7844,7.320990554150621e-05,-5.8582,3058,0.0005477575666414853,3.261411614446497,True,Downregulated in Tumor
CDC37P1,-1.1592,4.008,5.1672,7.354345711697701e-05,-4.3394,3061,0.0005497139166404554,3.2598632682304647,True,Downregulated in Tumor
MCAM,-1.0947,8.7837,9.8784,7.430685018122073e-05,-5.4543,3065,0.000554695181776943,3.255945606496817,True,Downregulated in Tumor
HSD17B4,-1.0692,9.0891,10.1583,7.436647686454273e-05,-5.5813,3066,0.000554936418147094,3.2557567733272337,True,Downregulated in Tumor
TRPM4,-1.1511,6.8923,8.0435,7.440062468250122e-05,-4.5838,3067,0.000554936418147094,3.2557567733272337,True,Downregulated in Tumor
CGB7,-4.2074,0.0,4.2074,7.461351016053706e-05,-9.5646,3070,0.0005560772353332534,3.2548648836886374,True,Downregulated in Tumor
ABTB1,-1.1508,7.2354,8.3863,7.491729998888868e-05,-5.4291,3073,0.0005577036737548637,3.2535964946760734,True,Downregulated in Tumor
NCAPH,1.8722,1.8722,0.0,7.504583890343382e-05,4.3899,3075,0.0005583898517432734,3.2530624832429664,True,Upregulated in Tumor
PITX1,5.6158,7.0359,1.42,7.559951719469958e-05,6.8956,3077,0.0005621439562608795,3.2501524541748337,True,Upregulated in Tumor
GPRASP1,-1.7062,6.4922,8.1985,7.583213008011283e-05,-7.3046,3078,0.0005636904276260499,3.2489593401389807,True,Downregulated in Tumor
TMEM65,1.0528,8.1756,7.1228,7.585822589757147e-05,5.1632,3079,0.0005637012694174847,3.2489509871766398,True,Upregulated in Tumor
TNRC6C,-1.0915,6.6424,7.7339,7.590986122527584e-05,-4.9771,3080,0.0005639018262449062,3.2487964989090736,True,Downregulated in Tumor
SLC6A14,-2.1589,5.3762,7.535,7.612243506542191e-05,-4.4803,3083,0.0005649306890356319,3.248004832208603,True,Downregulated in Tumor
MXRA7,-1.2262,10.047,11.2732,7.658678386157981e-05,-5.979,3086,0.0005678242432770402,3.2457860691953737,True,Downregulated in Tumor
BMP4,-3.9654,1.371,5.3364,7.711702320574874e-05,-5.8072,3093,0.0005704615230997514,3.243773642865382,True,Downregulated in Tumor
SLC46A3,-1.7609,6.1401,7.9009,7.880528552996403e-05,-4.9959,3101,0.000581305169588313,3.235595814814651,True,Downregulated in Tumor
LGR4,-1.1117,7.2449,8.3566,7.90363470638429e-05,-5.0281,3104,0.000582587506707708,3.2346388328324145,True,Downregulated in Tumor
AXIN2,-1.1582,5.88,7.0382,7.911101427474883e-05,-4.7767,3105,0.0005827955389908176,3.2344837811969795,True,Downregulated in Tumor
DISP1,-1.0267,5.0052,6.0318,7.94500406316589e-05,-4.3164,3109,0.0005846950561763769,3.233070578275588,True,Downregulated in Tumor
AC010095.5,-1.2953,3.6675,4.9628,7.980553694337918e-05,-4.4324,3110,0.0005871224068374648,3.231271344966952,True,Downregulated in Tumor
RRAD,-1.3312,5.204,6.5351,8.011190652523428e-05,-5.7911,3112,0.0005889975646842417,3.229886500877384,True,Downregulated in Tumor
SYT8,-1.5329,6.2333,7.7662,8.076608165153902e-05,-6.2181,3120,0.0005922845987779528,3.2274695602051007,True,Downregulated in Tumor
NFASC,-1.4783,5.3487,6.827,8.24529572785029e-05,-4.6675,3133,0.0006019177138773823,3.2204628756052656,True,Downregulated in Tumor
RP11-669C19.1,-1.4884,3.9655,5.4539,8.246418016771885e-05,-4.4789,3134,0.0006019177138773823,3.2204628756052656,True,Downregulated in Tumor
SLC35E2,-1.1025,9.542,10.6445,8.24897267937478e-05,-5.7093,3135,0.0006019177138773823,3.2204628756052656,True,Downregulated in Tumor
RGMA,-1.4395,7.4,8.8394,8.250060973424261e-05,-4.3529,3136,0.0006019177138773823,3.2204628756052656,True,Downregulated in Tumor
NOTCH2NL,-1.0756,10.2402,11.3158,8.402166621370858e-05,-5.0759,3140,0.0006122343066782332,3.213082338274128,True,Downregulated in Tumor
DLK1,-3.7378,5.0144,8.7523,8.410973191220766e-05,-5.8631,3141,0.0006126414599697744,3.21279361603938,True,Downregulated in Tumor
NEIL2,-1.7214,5.7601,7.4815,8.484270921279213e-05,-4.3221,3147,0.0006168418134060007,3.2098261947560536,True,Downregulated in Tumor
PBK,3.6314,7.6017,3.9703,8.517828912540774e-05,7.3449,3148,0.0006190848968199901,3.2082497908954237,True,Upregulated in Tumor
FCGR1B,1.6116,7.2924,5.6808,8.561538412961684e-05,5.6542,3150,0.0006218666631382963,3.2063027241048587,True,Upregulated in Tumor
ADH1B,-4.2385,6.2671,10.5056,8.580640808412941e-05,-7.5481,3151,0.0006230563684433135,3.2054726605696184,True,Downregulated in Tumor
C1orf64,-2.4988,4.97,7.4688,8.627151873631756e-05,-5.1522,3154,0.0006258377770091775,3.2035382253837272,True,Downregulated in Tumor
TNKS1BP1,-1.1977,7.2294,8.4272,8.636058682396878e-05,-4.3622,3155,0.0006262633588947399,3.2032429970410394,True,Downregulated in Tumor
EMILIN1,-1.6411,4.8776,6.5186,8.76200582318201e-05,-4.7474,3163,0.0006338118660588189,3.1980396343227038,True,Downregulated in Tumor
RGS2,-1.5486,10.1829,11.7314,8.781925470533016e-05,-5.3679,3164,0.0006350520062130069,3.1971907076426826,True,Downregulated in Tumor
TSPAN6,-1.1862,8.3054,9.4916,8.816134216680513e-05,-4.284,3171,0.0006361184196709244,3.1964620286561027,True,Downregulated in Tumor
VWF,-2.3733,6.7249,9.0982,8.855225030422456e-05,-6.0572,3173,0.0006385362391934,3.194814449950908,True,Downregulated in Tumor
ART3,2.008,6.139,4.131,8.888843769258842e-05,4.3007,3174,0.0006407584922515511,3.193305629211534,True,Upregulated in Tumor
PSMD6-AS2,-1.0603,6.871,7.9313,8.97926237768775e-05,-6.2502,3175,0.0006468989255476856,3.1891635701906274,True,Downregulated in Tumor
KAAG1,-1.2443,5.569,6.8133,8.979680889595497e-05,-5.2759,3176,0.0006468989255476856,3.1891635701906274,True,Downregulated in Tumor
KIAA1211,1.1,5.9228,4.8227,9.000530649429261e-05,4.7368,3177,0.0006481968563391296,3.1882930795640365,True,Upregulated in Tumor
SUFU,-1.5772,5.0614,6.6386,9.010535785801204e-05,-4.2756,3179,0.00064850914998154,3.1880838919646988,True,Downregulated in Tumor
PGM5-AS1,-1.5632,4.1897,5.7528,9.028706953857344e-05,-5.0007,3180,0.0006496126261140126,3.1873455425748336,True,Downregulated in Tumor
IER3,-1.0753,10.0935,11.1688,9.036602383916103e-05,-4.5244,3182,0.0006497720381646776,3.1872389817138305,True,Downregulated in Tumor
LIX1L,-1.0208,7.6737,8.6944,9.132695119470801e-05,-5.3592,3186,0.0006558570757485622,3.183190791686096,True,Downregulated in Tumor
RTN1,-1.5779,5.5753,7.1532,9.198832569611049e-05,-4.3484,3190,0.0006595283081332287,3.1807665590225307,True,Downregulated in Tumor
LRRC37A2,-1.1508,8.4844,9.6352,9.203911914096701e-05,-5.8329,3192,0.0006595283081332287,3.1807665590225307,True,Downregulated in Tumor
TCF4,-1.25,8.847,10.097,9.203994265163458e-05,-5.1809,3193,0.0006595283081332287,3.1807665590225307,True,Downregulated in Tumor
SMAD9,-1.2255,5.9798,7.2053,9.216215943605305e-05,-5.5096,3194,0.0006601973099238866,3.180326249602181,True,Downregulated in Tumor
FBP1,-1.5482,7.4865,9.0347,9.235705797260324e-05,-4.5935,3195,0.0006613863807239944,3.1795447523272373,True,Downregulated in Tumor
SQLE,1.4957,9.5295,8.0338,9.36412160279238e-05,5.3938,3203,0.0006689075937305328,3.1746338737191446,True,Upregulated in Tumor
FGF7,-1.0512,6.5868,7.6379,9.605896290404458e-05,-5.1979,3216,0.0006833082989508637,3.1653833046297515,True,Downregulated in Tumor
SPEN,-1.0273,7.7941,8.8214,9.607529710336226e-05,-5.5312,3217,0.0006833082989508637,3.1653833046297515,True,Downregulated in Tumor
DTL,2.7788,7.4919,4.7131,9.746392238138023e-05,7.1712,3225,0.0006914649749103813,3.1602298135133013,True,Upregulated in Tumor
KRT33A,-1.0922,3.7412,4.8334,9.766817555078821e-05,-4.4251,3228,0.0006922700918841493,3.159724430789624,True,Downregulated in Tumor
LINC00511,2.0078,6.5476,4.5398,9.916237666642513e-05,5.1688,3231,0.00070220834977648,3.153534010757465,True,Upregulated in Tumor
C19orf18,-1.3687,4.1898,5.5585,9.984269079592133e-05,-4.6104,3236,0.0007059334874569468,3.151236215932889,True,Downregulated in Tumor
IQGAP3,2.4163,6.9948,4.5786,0.00010041609139707175,7.0784,3237,0.0007097683568628365,3.1488833664229015,True,Upregulated in Tumor
KCNN4,-1.4278,7.4162,8.844,0.00010087139195865067,-4.3776,3238,0.0007126352410458999,3.147132704840272,True,Downregulated in Tumor
ATP8A1,-1.0035,6.6404,7.6439,0.00010088398364281774,-4.4583,3239,0.0007126352410458999,3.147132704840272,True,Downregulated in Tumor
COTL1,1.2469,8.7014,7.4545,0.00010146958961521547,4.6558,3242,0.000715886864106507,3.1451556064303263,True,Upregulated in Tumor
TDRKH,1.3977,6.6382,5.2405,0.00010190409512853499,5.4335,3245,0.0007185102300588229,3.1435670440552004,True,Upregulated in Tumor
EN1,2.1334,7.4082,5.2748,0.00010225250863672463,4.2794,3247,0.0007205227587336802,3.1423522968259103,True,Upregulated in Tumor
IBSP,-1.4276,4.5747,6.0023,0.00010250788445175458,-4.8278,3250,0.0007216555065403523,3.1416700701763554,True,Downregulated in Tumor
TUBB2B,-1.7099,4.2301,5.94,0.0001027097543906719,-4.2462,3252,0.0007226319743107543,3.141082826106627,True,Downregulated in Tumor
SYT13,1.4273,6.6353,5.208,0.00010481846397535375,4.2306,3263,0.000734982058153875,3.133723262466653,True,Upregulated in Tumor
NDC80,3.9872,6.931,2.9438,0.00010528728220594435,7.1045,3266,0.0007375912482767931,3.132184244947438,True,Upregulated in Tumor
MYO15B,-1.3587,6.7761,8.1348,0.00010536888588566757,-6.0791,3267,0.0007379369785932274,3.131980726277083,True,Downregulated in Tumor
FMN2,-1.0624,4.6919,5.7543,0.00010669912763957949,-4.3141,3272,0.0007461112592889911,3.127196406183591,True,Downregulated in Tumor
TMPO-AS1,1.0048,6.4964,5.4916,0.00010678735810404905,5.6606,3273,0.0007465000774276328,3.126970142893555,True,Upregulated in Tumor
ADAMDEC1,2.4277,6.7179,4.2902,0.00010682493581684438,5.7211,3274,0.0007465346766919363,3.126950014400864,True,Upregulated in Tumor
EFHD1,-2.4716,8.9791,11.4507,0.00010698343125585129,-4.2236,3275,0.0007472420465965095,3.126538698754564,True,Downregulated in Tumor
RP11-138A9.1,-1.3046,7.0097,8.3143,0.0001076371068167385,-5.9096,3279,0.0007509602772064127,3.124383034828478,True,Downregulated in Tumor
