gene,log2FC,mean_tumor,mean_normal,p_value,t_statistic,rank,adj_p_value,neg_log10_p,significant,direction
USP27X,0.2034,5.9838,5.7804,0.1172740826783834,1.7179,13232,0.2027680563610512,0.6930004617589526,False,Not Significant
AC092155.4,0.4136,4.5317,4.1181,0.11727741190907856,1.6258,13233,0.2027680563610512,0.6930004617589526,False,Not Significant
FAM184A,-0.2908,6.2441,6.5349,0.11728288714519892,-1.7141,13234,0.2027680563610512,0.6930004617589526,False,Not Significant
AC010980.2,-0.2103,5.5479,5.7583,0.11738949794137711,-1.6751,13235,0.2029370391309942,0.6926386803094102,False,Not Significant
PPFIA3,-0.4977,5.359,5.8567,0.11740737664721702,-1.612,13236,0.20295261239712342,0.692605354091198,False,Not Significant
TMEM242,-0.2917,7.7516,8.0433,0.11743515200792519,-1.6393,13237,0.20298528956269005,0.6925354344672754,False,Not Significant
ANO8,-0.2059,6.8363,7.0422,0.11754686978741724,-1.5939,13238,0.20316304432211107,0.6921552880545637,False,Not Significant
LRRTM1,0.5874,5.1076,4.5202,0.11759995492453634,1.7723,13239,0.20323063752100157,0.6920108204859249,False,Not Significant
C17orf58,-0.4806,8.1697,8.6503,0.11760374304099916,-1.6989,13240,0.20323063752100157,0.6920108204859249,False,Not Significant
SARNP,-0.1983,8.7392,8.9375,0.1176470226211251,-1.5982,13241,0.20329007458434728,0.691883824797652,False,Not Significant
SAGE1,1.176,2.4681,1.2922,0.11766117469188028,1.7406,13242,0.20329917512084436,0.6918643834927647,False,Not Significant
BRS3,0.8152,3.311,2.4958,0.11778801220795301,1.715,13243,0.2035029615130986,0.6914292662449618,False,Not Significant
BC034416,1.2685,2.6941,1.4256,0.11782573576630358,1.7657,13244,0.20353556942770393,0.6913596834593861,False,Not Significant
ZNF446,-0.329,6.5006,6.8296,0.11783319364144454,-1.6806,13245,0.20353556942770393,0.6913596834593861,False,Not Significant
KIAA0040,-0.2874,7.8668,8.1542,0.11783357310486742,-1.6164,13246,0.20353556942770393,0.6913596834593861,False,Not Significant
KCNK6,-0.4845,6.6307,7.1152,0.11793772587159747,-1.6885,13247,0.20368524184071546,0.6910404369759433,False,Not Significant
TAF4B,0.3789,6.6835,6.3046,0.11793802814273595,1.6171,13248,0.20368524184071546,0.6910404369759433,False,Not Significant
FKBP1B,-0.3381,6.0846,6.4227,0.11794990885747524,-1.5975,13249,0.20369038528636377,0.6910294703401683,False,Not Significant
OSBPL8,-0.2553,9.9978,10.2531,0.11797750588939777,-1.69,13250,0.20370921479994042,0.6909893252155911,False,Not Significant
PHF3,-0.163,8.7445,8.9075,0.11798257213784673,-1.6241,13251,0.20370921479994042,0.6909893252155911,False,Not Significant
TMEM102,-0.2975,5.4912,5.7887,0.11798752248814731,-1.6353,13252,0.20370921479994042,0.6909893252155911,False,Not Significant
DGCR14,-0.1924,7.382,7.5744,0.11804272361208261,-1.6195,13253,0.20378914330675696,0.6908189563823833,False,Not Significant
SMAD2,-0.2015,8.4741,8.6756,0.11809815559898004,-1.6065,13254,0.2038694582846434,0.6906478310729927,False,Not Significant
PRO1483,0.5715,4.1838,3.6124,0.11820314794809168,1.6288,13255,0.20403530932118732,0.6902946692583813,False,Not Significant
CPPED1,0.3691,6.5508,6.1816,0.11826093048187059,1.5906,13257,0.2041042535585124,0.6901479444375733,False,Not Significant
ZMYND8,-0.391,8.3665,8.7575,0.11831577617820892,-1.6059,13258,0.20418350874622265,0.6899793374192155,False,Not Significant
PTPN1,0.3165,7.8996,7.5831,0.11836405682622517,1.7156,13259,0.20424258893965638,0.6898536931358438,False,Not Significant
GPI,0.2184,9.7114,9.493,0.11836786404457358,1.5964,13260,0.20424258893965638,0.6898536931358438,False,Not Significant
XAGE2,-0.2914,6.3114,6.6028,0.11841180466168331,-1.7415,13261,0.20430300057758194,0.6897252548814202,False,Not Significant
HTATSF1,0.1785,9.1877,9.0092,0.1184438284298649,1.5929,13262,0.20434284379997805,0.6896405669203372,False,Not Significant
MRPS31,-0.2634,7.8881,8.1514,0.1185765686755327,-1.6661,13263,0.20455642699963722,0.689186870765322,False,Not Significant
LA16c-395F10.1,0.8846,2.7145,1.8299,0.11875511797400232,1.6938,13264,0.20484899722897867,0.6885661576517083,False,Not Significant
GRID1-AS1,-0.512,3.1823,3.6943,0.11879886241598031,-1.6284,13265,0.2049090065644651,0.6884389522123538,False,Not Significant
TRIB3,0.4106,8.0759,7.6654,0.11886971054537916,1.6019,13266,0.2050157528477518,0.6882127676661486,False,Not Significant
OFCC1,0.1636,7.0283,6.8647,0.11888131341364785,1.6629,13267,0.20502030985937006,0.6882031144420552,False,Not Significant
SURF2,-0.17,7.7289,7.8989,0.1189493963127651,-1.5909,13268,0.2051222631621997,0.6879872004616238,False,Not Significant
SLC9A3R2,0.3191,6.1751,5.856,0.11897835494410877,1.6834,13269,0.20515673834661308,0.6879142141165585,False,Not Significant
LINC00845,1.1588,4.4135,3.2548,0.11901071803455272,1.7847,13270,0.20519707826907055,0.6878288272866048,False,Not Significant
PITRM1-AS1,0.317,5.2216,4.9046,0.1190321900131316,1.734,13271,0.20520857326391573,0.6878044990990497,False,Not Significant
RABGGTB,-0.1683,9.5729,9.7412,0.11903730168958539,-1.6214,13272,0.20520857326391573,0.6878044990990497,False,Not Significant
SYCN,-0.1398,5.9655,6.1053,0.11904429164912383,-1.609,13273,0.20520857326391573,0.6878044990990497,False,Not Significant
TTC40,0.7203,5.3028,4.5826,0.11908456977574879,1.7974,13274,0.20525982051787645,0.6876960551844359,False,Not Significant
C11orf49,-0.2753,7.5549,7.8303,0.11909196317197596,-1.6365,13275,0.20525982051787645,0.6876960551844359,False,Not Significant
FAR1,-0.2306,8.4265,8.6571,0.11916844973263556,-1.6624,13276,0.20537617730360813,0.6874499339890423,False,Not Significant
AC139100.3,1.3707,2.0835,0.7128,0.1192077530245274,1.7138,13277,0.20542843934632724,0.6873394332012301,False,Not Significant
TEX28,0.929,3.4236,2.4946,0.11923516665009534,1.7227,13278,0.2054438838196129,0.6873067834015292,False,Not Significant
MRPL36,0.1835,9.8881,9.7047,0.11924067368201856,1.5905,13279,0.2054438838196129,0.6873067834015292,False,Not Significant
ETFA,-0.3829,9.2325,9.6154,0.11924365284634875,-1.6873,13280,0.2054438838196129,0.6873067834015292,False,Not Significant
CSTL1,1.3773,3.3458,1.9684,0.11928013483781814,1.7646,13281,0.20549056011114983,0.6872081240837875,False,Not Significant
SOS1,-0.1948,8.5225,8.7173,0.11928870714144633,-1.5963,13282,0.20549056011114983,0.6872081240837875,False,Not Significant
PSMB3,0.2386,10.2838,10.0453,0.11938584267510825,1.5924,13283,0.20563540766032723,0.6869021035506221,False,Not Significant
TRIM28,-0.2225,9.9209,10.1434,0.11939076727971097,-1.6461,13284,0.20563540766032723,0.6869021035506221,False,Not Significant
SLC25A2,0.6469,4.852,4.2051,0.119515436275366,1.7262,13286,0.2058191466190256,0.6865142268320505,False,Not Significant
PTER,-0.2695,7.8061,8.0756,0.1195793177578911,-1.5964,13287,0.20591365923839453,0.6863148435951593,False,Not Significant
BC053951,1.1169,4.7028,3.5859,0.11963909635679418,1.8033,13288,0.20600109306467873,0.6861304752099782,False,Not Significant
PSD3,-0.4243,7.5245,7.9488,0.11971849529512286,-1.6071,13289,0.20612229455582898,0.6858750316127272,False,Not Significant
SRD5A2,0.5513,5.2644,4.7131,0.11977089487120238,1.6751,13290,0.20619699583544848,0.6857176664123068,False,Not Significant
THUMPD2,-0.2091,7.2297,7.4388,0.11978383804977345,-1.6811,13291,0.20620376304106663,0.6857034134799594,False,Not Significant
TCEB3,-0.1894,8.008,8.1974,0.11979605868539264,-1.6328,13292,0.20620928548915013,0.6856917825738184,False,Not Significant
NCK2,-0.237,9.5334,9.7704,0.11983510905011253,-1.5851,13293,0.20625361041681245,0.6855984404974295,False,Not Significant
FOPNL,0.1571,9.0721,8.915,0.11983983815039793,1.5865,13294,0.20625361041681245,0.6855984404974295,False,Not Significant
RP11-1C8.6,0.4801,5.4097,4.9296,0.11987200023028505,1.7094,13295,0.20629344605257027,0.6855145693531555,False,Not Significant
LILRA1,0.248,4.9281,4.6801,0.12004402554715433,1.7005,13297,0.20655841953214193,0.6849570980399685,False,Not Significant
HIGD1A,-0.3014,10.2144,10.5158,0.12018581815486172,-1.6557,13298,0.2067525694412129,0.6845490844975132,False,Not Significant
PWP2,0.248,7.4029,7.1549,0.12018655089364882,1.6157,13299,0.2067525694412129,0.6845490844975132,False,Not Significant
FBLIM1,-0.275,9.1306,9.4056,0.12019360706520076,-1.6662,13301,0.2067525694412129,0.6845490844975132,False,Not Significant
MOGAT2,-0.4028,5.0128,5.4156,0.12020204015327858,-1.7057,13302,0.2067525694412129,0.6845490844975132,False,Not Significant
NEK6,0.5069,8.5296,8.0227,0.1202235087989201,1.6037,13303,0.2067739518393815,0.6845041719849421,False,Not Significant
FLT3LG,-0.5019,4.9674,5.4693,0.12025298190817882,-1.6801,13304,0.20680909696776392,0.6844303617289219,False,Not Significant
SRGAP2C,0.2852,6.8159,6.5308,0.12028830288276307,1.6532,13305,0.2068542931197008,0.6843354611893147,False,Not Significant
NEK7,-0.2237,9.7872,10.0109,0.12035829716699438,-1.6295,13306,0.20694779529090634,0.6841391959754409,False,Not Significant
SERPINB9P1,0.3672,5.8217,5.4545,0.12036076538182215,1.7462,13307,0.20694779529090634,0.6841391959754409,False,Not Significant
PSMA5,0.2171,9.8112,9.5942,0.12042013973401257,1.5945,13309,0.2070187690370582,0.6839902781194019,False,Not Significant
PPME1,0.1014,9.2276,9.1261,0.12044895019475703,1.5993,13310,0.20705274083065672,0.6839190162132737,False,Not Significant
GP5,0.6243,5.2789,4.6546,0.12048158094174177,1.7661,13311,0.20709327413019696,0.6838340056723342,False,Not Significant
RAPGEF1,-0.3352,7.6296,7.9647,0.12050429209291084,-1.7004,13312,0.2071142242652947,0.6837900734494214,False,Not Significant
CAMK2D,-0.2951,8.2763,8.5714,0.1205118735858334,-1.6075,13313,0.2071142242652947,0.6837900734494214,False,Not Significant
STARD3,0.34,8.3862,8.0462,0.12055838975567765,1.5817,13314,0.20717412783911202,0.6836644807717402,False,Not Significant
PRELID2,-0.2485,6.5709,6.8195,0.12056483881895876,-1.6997,13315,0.20717412783911202,0.6836644807717402,False,Not Significant
WNT8B,1.4079,4.1554,2.7475,0.12058140533977066,1.7649,13316,0.20718703470816704,0.683637425234119,False,Not Significant
EQTN,-0.535,3.7245,4.2595,0.1206061859049935,-1.6741,13317,0.2072140522269469,0.6835807962352705,False,Not Significant
HIST1H2BG,1.0222,7.2807,6.2585,0.12076462457168179,1.7078,13318,0.20747068705511934,0.683043254853056,False,Not Significant
EIF3J,0.1595,8.6695,8.5099,0.1208014082252631,1.6181,13319,0.20751829868563854,0.6829436017576239,False,Not Significant
C9orf50,-0.3501,5.9279,6.278,0.12082534374216877,-1.7656,13320,0.20754383369525686,0.6828901653541488,False,Not Significant
NDUFA3,-0.2184,9.4737,9.6921,0.12085375624606286,-1.6302,13321,0.20757705449365046,0.6828206549543204,False,Not Significant
UBQLN3,0.7819,1.3462,0.5643,0.12099720017124845,1.6378,13322,0.20780783215119084,0.6823380881746868,False,Not Significant
TBC1D30,0.3978,6.5531,6.1553,0.1210194778640409,1.76,13323,0.2078304926464952,0.6822907329261908,False,Not Significant
ZNF618,-0.3737,7.3763,7.75,0.12105125866265024,-1.693,13324,0.20786946849305293,0.682209294404567,False,Not Significant
DZIP1L,-0.2313,5.8148,6.0461,0.12109354203070719,-1.6168,13325,0.20792309470246564,0.682097269471829,False,Not Significant
CLCF1,-0.2893,6.3583,6.6476,0.12110066258763362,-1.6767,13326,0.20792309470246564,0.682097269471829,False,Not Significant
ZNF426,-0.3925,5.5343,5.9268,0.12120734045891556,-1.579,13327,0.20809063928115762,0.6817474555883497,False,Not Significant
LAG3,0.2812,5.584,5.3028,0.12125111909687233,1.5779,13328,0.20814693232799525,0.681629985367362,False,Not Significant
LINC00526,-0.3624,5.4485,5.8109,0.12125832434439898,-1.61,13329,0.20814693232799525,0.681629985367362,False,Not Significant
ATP8A2,0.229,6.3108,6.0819,0.12130873706365942,1.5983,13330,0.2082178472630553,0.6814820479490762,False,Not Significant
MAGOH2,0.2091,7.9686,7.7595,0.12137535015863038,1.6109,13331,0.20831356736063705,0.6812824437441626,False,Not Significant
SNAPC3,0.4998,6.7937,6.2939,0.12139076768979314,1.5881,13332,0.20831356736063705,0.6812824437441626,False,Not Significant
SLC28A3,-0.2187,6.7729,6.9916,0.12139181790294465,-1.7248,13333,0.20831356736063705,0.6812824437441626,False,Not Significant
CCDC178,-0.3137,5.8211,6.1348,0.12140881955645721,-1.5874,13334,0.20832711800298043,0.6812541941305037,False,Not Significant
ZNF574,-0.271,6.5004,6.7714,0.12157834754617002,-1.6413,13336,0.20858672704381898,0.6807133304014611,False,Not Significant
TRH,-1.3868,1.933,3.3199,0.12160140663151912,-1.6875,13337,0.2086106458520775,0.6806635323580091,False,Not Significant
ISY1,0.2296,7.8774,7.6479,0.12164332645441639,1.6362,13338,0.2086606557559399,0.6805594320984981,False,Not Significant
TMEM59L,-0.219,6.9758,7.1948,0.12164879751435675,-1.7153,13339,0.2086606557559399,0.6805594320984981,False,Not Significant
RP4-539M6.14,0.417,5.6181,5.2011,0.12169469049398328,1.742,13340,0.20872372702416325,0.6804281789654408,False,Not Significant
ZNF132,-0.4716,4.2033,4.6749,0.1217192648996586,-1.67,13341,0.20875022718718153,0.6803730431924532,False,Not Significant
TMEM155,0.2244,0.2244,0.0,0.1217869639987766,1.5792,13342,0.20884030445672397,0.6801856823269664,False,Not Significant
CEP83-AS1,-0.1768,5.2916,5.4684,0.12179004293557988,-1.6351,13343,0.20884030445672397,0.6801856823269664,False,Not Significant
PTGFR,0.3628,5.4808,5.118,0.12183865403017552,1.5954,13344,0.20890616657914096,0.6800487401452733,False,Not Significant
UNC13D,2.2088,6.605,4.3962,0.12184671298070962,1.7767,13345,0.20890616657914096,0.6800487401452733,False,Not Significant
NT5C3A,0.2487,8.9417,8.693,0.12192701515470464,1.6033,13346,0.20902818123330152,0.6797951582475608,False,Not Significant
RAB21,-0.1733,8.0496,8.2229,0.12193642186411514,-1.5916,13347,0.20902864555712553,0.6797941935305095,False,Not Significant
NPSR1-AS1,0.1494,6.7896,6.6402,0.12199677388093423,1.6835,13349,0.20910077057425838,0.6796443667254574,False,Not Significant
HDAC8,0.3134,7.2791,6.9657,0.12201561312828228,1.7326,13350,0.20911739538390253,0.6796098389900186,False,Not Significant
TDRD12,0.9542,1.3463,0.3921,0.12202897906843108,1.5988,13351,0.20912463793616232,0.6795947979361261,False,Not Significant
MAK16,-0.2277,7.9126,8.1402,0.1221370315633406,-1.5876,13352,0.2092941343745681,0.679242942920053,False,Not Significant
ZSWIM2,0.6559,4.9402,4.2844,0.12220632588895874,1.7376,13353,0.20939719436376664,0.679029141570726,False,Not Significant
PREP,-0.1903,7.4037,7.594,0.12226209019196221,-1.5759,13354,0.2094770573305448,0.6788635355633853,False,Not Significant
DHRSX,0.2498,7.1616,6.9118,0.1224252826762526,1.597,13356,0.209725252143805,0.678349274797189,False,Not Significant
LINC01270,0.8983,4.1201,3.2217,0.12257086233014379,1.7062,13357,0.20995892267078609,0.6778656643251828,False,Not Significant
AC002310.7,-0.3176,5.2806,5.5982,0.12270981642646603,-1.6449,13359,0.2101654764456578,0.6774386233246623,False,Not Significant
SLC19A2,-0.3953,7.7721,8.1673,0.12275181552230266,-1.5862,13360,0.21022167209208717,0.6773225138794449,False,Not Significant
CTD-2611O12.6,1.1403,4.5567,3.4164,0.12282376782915097,1.7582,13361,0.21031369747506973,0.6771324413216792,False,Not Significant
CTD-3080P12.3,-1.0248,1.9176,2.9423,0.12284096767818888,-1.6962,13362,0.21031369747506973,0.6771324413216792,False,Not Significant
LINC00334,-0.5246,4.5999,5.1245,0.12284863905988193,-1.6425,13363,0.21031369747506973,0.6771324413216792,False,Not Significant
ZNF813,0.1979,5.8479,5.65,0.12284897387301455,1.5988,13364,0.21031369747506973,0.6771324413216792,False,Not Significant
LINC00535,1.8348,4.618,2.7832,0.12285151078471622,1.7371,13365,0.21031369747506973,0.6771324413216792,False,Not Significant
LINC00202-1,1.1856,5.0234,3.8378,0.12286990036117827,1.7667,13366,0.21032944188715838,0.6770999305748999,False,Not Significant
DGKZ,-0.2559,8.7086,8.9645,0.12296667547841446,-1.5962,13367,0.21047935475021493,0.6767904963022976,False,Not Significant
NFE4,0.9548,1.3715,0.4167,0.12297831870064915,1.6052,13368,0.21048353769231393,0.6767818654766149,False,Not Significant
MCF2,-0.4011,4.5075,4.9086,0.12301475168926847,-1.5777,13369,0.21053014575887968,0.6766857088574835,False,Not Significant
SELL,0.2201,7.5261,7.306,0.12307445946757889,1.5827,13370,0.21061155365686157,0.6765178081182962,False,Not Significant
ABHD16A,-0.1839,8.9095,9.0934,0.12308159951102865,-1.594,13371,0.21061155365686157,0.6765178081182962,False,Not Significant
BRPF3,-0.3583,6.4359,6.7942,0.12308993424386158,-1.6673,13372,0.21061155365686157,0.6765178081182962,False,Not Significant
EXOSC5,0.2278,7.1258,6.898,0.12312338077815946,1.6069,13374,0.21063727771828086,0.6764647666990289,False,Not Significant
METTL21C,0.4709,4.6114,4.1405,0.12313647322987756,1.6679,13375,0.2106439257943625,0.6764510598318166,False,Not Significant
PAGE4,0.1546,5.7275,5.5729,0.12316482324835332,1.5701,13376,0.2106766713458675,0.6763835520363247,False,Not Significant
PSMB7,-0.1574,9.9001,10.0575,0.12318007179816201,-1.578,13377,0.21068700326993697,0.6763622540560668,False,Not Significant
PDZD7,0.5922,5.333,4.7408,0.12327411824519464,1.7374,13378,0.21083209937584493,0.6760632667018293,False,Not Significant
HP,-0.8108,3.0632,3.8741,0.1232933712839753,-1.6561,13379,0.2108492663859298,0.6760279057000866,False,Not Significant
SLC18A2,-0.8033,3.1161,3.9194,0.12331799334656793,-1.6506,13380,0.21087561194091733,0.6759736441198164,False,Not Significant
DAW1,1.2423,5.5293,4.287,0.12338084569926835,1.7834,13381,0.21096732304007623,0.6757848078415779,False,Not Significant
CEP41,0.2921,7.3012,7.0091,0.12344226342777409,1.6677,13383,0.2110261702196396,0.6756636827250355,False,Not Significant
CCDC103,-0.5301,5.3145,5.8446,0.12344293104106889,-1.6378,13384,0.2110261702196396,0.6756636827250355,False,Not Significant
LINC00853,-0.5922,3.241,3.8332,0.12351379973947402,-1.597,13386,0.21110519827694826,0.6755010724469702,False,Not Significant
PPTC7,-0.3051,7.9511,8.2562,0.12351683956877213,-1.7183,13387,0.21110519827694826,0.6755010724469702,False,Not Significant
RP11-350F4.2,-0.2119,6.6077,6.8196,0.12352838637903027,-1.6134,13388,0.21110916345624534,0.6754929151901613,False,Not Significant
SLC5A5,0.3005,5.5287,5.2282,0.12367596613732718,1.6457,13389,0.21134559005318138,0.6750068097490866,False,Not Significant
CFHR2,-0.5455,5.9483,6.4939,0.12373590708888735,-1.76,13390,0.21143222958877836,0.6748288104738028,False,Not Significant
TMEM213,-1.161,1.7083,2.8693,0.12381731729191023,-1.6677,13391,0.21155553876774744,0.6745755998539337,False,Not Significant
RNASE2,0.5394,4.1445,3.6051,0.12398928785831342,1.6461,13392,0.21181767523154718,0.6740378027967873,False,Not Significant
TMEM131,-0.2416,7.9575,8.1992,0.12398997806297103,-1.5926,13393,0.21181767523154718,0.6740378027967873,False,Not Significant
SERPINA6,-2.5373,1.327,3.8643,0.12399851145329296,-1.738,13394,0.21181767523154718,0.6740378027967873,False,Not Significant
GPR111,1.1733,3.3496,2.1763,0.12400920682526771,1.7259,13395,0.2118201308071762,0.6740327681047442,False,Not Significant
ESPN,-0.229,6.2022,6.4311,0.12405294602554935,-1.6331,13396,0.21187902396719685,0.673912036334122,False,Not Significant
NSFL1C,0.1814,9.1785,8.9971,0.12406606073816445,1.612,13397,0.21188560645586346,0.6738985442288349,False,Not Significant
THEG,0.4464,8.3894,7.943,0.12411210108454625,1.6925,13398,0.21194841564520214,0.6737698255176419,False,Not Significant
TMIGD2,-0.1943,7.0131,7.2074,0.12420773040369078,-1.6394,13399,0.2120958930992197,0.6734677408262709,False,Not Significant
CUX1,-0.2791,7.4304,7.7095,0.12423441234028701,-1.6212,13400,0.2121256234586393,0.673406868237031,False,Not Significant
KIFC3,-0.1993,6.4689,6.6682,0.12426856070752033,-1.5693,13401,0.2121680970814167,0.6733199187529011,False,Not Significant
DUX1,-0.42,8.0182,8.4382,0.12438051437686175,-1.5787,13402,0.2123433941906131,0.6729612449685157,False,Not Significant
MIR4691,0.1847,9.6012,9.4165,0.12446704026427284,1.5689,13403,0.2124752578711156,0.6726916350049844,False,Not Significant
MRPL48,0.182,7.9887,7.8067,0.12448297944309969,1.5654,13404,0.21248603791423937,0.6726696014066743,False,Not Significant
NPBWR2,0.9176,3.2539,2.3364,0.12449192911889767,1.6998,13405,0.21248603791423937,0.6726696014066743,False,Not Significant
CTC-550B14.7,-0.3423,6.0592,6.4015,0.12455615052378342,-1.7234,13407,0.21254942918981495,0.6725400570108854,False,Not Significant
DNAJB6,-0.3202,9.168,9.4881,0.12456194094960446,-1.5802,13408,0.21254942918981495,0.6725400570108854,False,Not Significant
HOXA11,0.4709,5.7931,5.3223,0.1245662279723002,1.6121,13409,0.21254942918981495,0.6725400570108854,False,Not Significant
LINC01227,1.4208,3.0699,1.6491,0.12462308841635256,1.7366,13410,0.21263059380806462,0.6723742479683474,False,Not Significant
LINC00313,0.8576,4.9203,4.0627,0.12464880839953106,1.7343,13411,0.21265861875932227,0.6723170112393415,False,Not Significant
MYH8,0.362,4.4877,4.1257,0.12470336715374937,1.6229,13412,0.212723983772369,0.6721835423831626,False,Not Significant
AXIN1,0.2228,8.068,7.8452,0.12470571653578608,1.6526,13413,0.212723983772369,0.6721835423831626,False,Not Significant
CKMT2-AS1,0.6554,9.0659,8.4105,0.12473632550135552,1.719,13414,0.212760334536381,0.6721093354825438,False,Not Significant
PDE6H,-0.8287,2.8501,3.6788,0.12482814403246696,-1.6482,13415,0.21290107606879197,0.6718221434956488,False,Not Significant
RP11-166P13.4,0.2236,5.1528,4.9293,0.12484117116050955,1.6186,13416,0.21290742368458992,0.671809195259453,False,Not Significant
SPATC1L,0.3631,6.5362,6.1731,0.12491202685875187,1.5831,13417,0.21301238537141257,0.6715951442510149,False,Not Significant
MAT1A,-0.1257,7.2001,7.3258,0.12497669603531933,-1.6137,13418,0.21310678232881997,0.671402728225224,False,Not Significant
CRNN,1.2341,5.1039,3.8698,0.1249932865431121,1.7419,13419,0.21311918891917467,0.67137744532791,False,Not Significant
HOXB3,-0.6336,7.362,7.9956,0.12501796820648486,-1.622,13420,0.21314538841761352,0.6713240592469645,False,Not Significant
MLK7-AS1,0.2954,4.9294,4.634,0.12503744075648326,1.5813,13421,0.2131627035622038,0.671288780199278,False,Not Significant
RP11-91I8.1,0.4794,4.5367,4.0573,0.12506952223646717,1.6659,13422,0.2132015101155095,0.671209723507988,False,Not Significant
NDP,-0.4852,4.4382,4.9234,0.12509024826927126,-1.6134,13423,0.21322095510697509,0.6711701155924172,False,Not Significant
TRPV6,-0.4427,6.7345,7.1772,0.12511602061387989,-1.6215,13424,0.21324899818575474,0.6711130004109462,False,Not Significant
POU3F3,-0.6086,5.6103,6.2189,0.1251560136999518,-1.6136,13425,0.2133012732554858,0.6710065521165294,False,Not Significant
GALNTL5,1.102,2.6234,1.5214,0.12518247806669536,1.7109,13426,0.21333048548830552,0.6709470782903199,False,Not Significant
CCDC102B,1.1436,3.8333,2.6897,0.12523747794005094,1.7464,13427,0.2133818181917441,0.6708425886388154,False,Not Significant
ZC2HC1C,0.2171,6.0021,5.7849,0.1252405785182225,1.6374,13429,0.2133818181917441,0.6708425886388154,False,Not Significant
LINC01225,0.1397,7.5455,7.4058,0.12527082962996264,1.666,13430,0.2134080356642179,0.6707892316832258,False,Not Significant
ETNK2,-0.3001,6.552,6.852,0.12527462093558175,-1.5695,13431,0.2134080356642179,0.6707892316832258,False,Not Significant
PVALB,0.7515,4.2458,3.4944,0.12540244948213997,1.6011,13433,0.21359398824918951,0.6704109749906048,False,Not Significant
ARPC5,0.1762,10.9876,10.8114,0.12548692079818483,1.5619,13434,0.21372195532696656,0.6701508611416335,False,Not Significant
LINC00881,0.3553,5.9598,5.6045,0.12552566938601936,1.6711,13436,0.21372401718810538,0.6701466713493668,False,Not Significant
TMEM18,-0.2513,7.7481,7.9994,0.1255281612519071,-1.6211,13437,0.21372401718810538,0.6701466713493668,False,Not Significant
EPPIN,0.351,4.7698,4.4188,0.12553104859383948,1.5705,13438,0.21372401718810538,0.6701466713493668,False,Not Significant
CTBP1-AS,0.487,5.05,4.563,0.12553483684400998,1.6154,13439,0.21372401718810538,0.6701466713493668,False,Not Significant
LINC00658,-0.2717,4.6018,4.8735,0.12555043483273853,-1.5942,13440,0.2137346688224001,0.6701250274050521,False,Not Significant
ILF3-AS1,-0.5147,6.203,6.7177,0.12558237592042207,-1.6845,13441,0.21376158829960917,0.6700703322809274,False,Not Significant
CDC40,-0.175,8.4576,8.6326,0.12565113303422026,-1.5593,13444,0.213842451935656,0.6699060745656771,False,Not Significant
ABCC9,0.2877,5.4821,5.1944,0.1257136993329294,1.5676,13445,0.21393301902100592,0.6697221800290911,False,Not Significant
KIAA1804,0.3554,6.3848,6.0294,0.12573797395449754,1.565,13446,0.21395841470168853,0.6696706286161469,False,Not Significant
GPC1,-0.5583,7.6333,8.1916,0.1258127088339051,-1.6638,13447,0.2140696644693797,0.6694448716452358,False,Not Significant
GNA13,0.2454,10.008,9.7625,0.12586825470800417,1.5826,13448,0.2141397251176629,0.6693027591462605,False,Not Significant
GLYATL1,0.2232,5.4635,5.2403,0.1258726032826682,1.5579,13449,0.2141397251176629,0.6693027591462605,False,Not Significant
SPRYD7,-0.2319,5.687,5.9189,0.12602640439217708,-1.6217,13450,0.2143854373600752,0.6688047184613519,False,Not Significant
PPIC,-0.3836,9.5306,9.9142,0.12607624201874792,-1.6431,13452,0.21443833016569674,0.6686975832908233,False,Not Significant
FTSJ2,0.146,8.0877,7.9417,0.12611730555587808,1.5571,13453,0.2144922285823601,0.668588438420699,False,Not Significant
TNRC6C-AS1,-0.325,5.5417,5.8667,0.12614250260905208,-1.6578,13454,0.2145191362936756,0.668533960280878,False,Not Significant
HOXC13,0.4784,5.0531,4.5747,0.12615873278787323,1.5719,13455,0.21453079198710812,0.6685103639439107,False,Not Significant
MIR7-3HG,-0.3481,5.0693,5.4174,0.1261817504372201,-1.6065,13456,0.21455398706923276,0.6684634105366797,False,Not Significant
HIATL1,0.1618,8.7206,8.5588,0.12620105480055427,1.5633,13457,0.21457086526244196,0.6684292474900083,False,Not Significant
SFMBT2,-0.4444,7.0386,7.483,0.12621227336394827,-1.6327,13458,0.21457399424633206,0.668422914428305,False,Not Significant
PSAP,-0.13,12.1063,12.2363,0.12623265358514552,-1.5564,13459,0.2145926973793097,0.6683850612229648,False,Not Significant
DYNC1LI1,0.2588,8.2096,7.9507,0.12629789752739298,1.5954,13460,0.214687659392775,0.6681929188225008,False,Not Significant
RAB8A,-0.152,9.6187,9.7707,0.12634020414567718,-1.5561,13461,0.21473232239434903,0.6681025788475511,False,Not Significant
STBD1,1.5228,4.3642,2.8414,0.12634294248569608,1.7652,13462,0.21473232239434903,0.6681025788475511,False,Not Significant
CNTN6,1.0325,1.8146,0.7822,0.1264479950030986,1.6892,13463,0.21489490645999376,0.6677738782383562,False,Not Significant
HAPLN1,0.9664,3.5357,2.5693,0.12647800852502583,1.6234,13464,0.21492908657642962,0.6677048070081286,False,Not Significant
DOK2,0.7849,6.762,5.9771,0.1264954665220084,1.7096,13465,0.21492908657642962,0.6677048070081286,False,Not Significant
